@relation gruposArtificiais

@attribute x NUMERIC
@attribute y NUMERIC
@attribute class {1,2,3}

@data
430.87526,363.45138,3
413.54369,375.23685,3
425.79504,395.57993,3
465.31101,374.08879,3
461.06078,375.08574,3
447.16531,378.18164,3
431.97875,382.71163,3
436.83159,375.08574,3
465.94862,378.55206,3
452.9038,377.54403,3
437.71724,382.07402,3
442.57008,374.44813,3
471.68711,377.91445,3
456.37011,390.7621,3
437.71724,382.07402,3
442.57008,374.44813,3
471.68711,377.91445,3
484.31845,389.26427,3
432.80875,396.85515,3
438.35485,379.52358,3
435.33854,398.51994,3
493.28,384.74535,3
484.45519,398.76799,3
447.45314,380.02925,3
440.42985,399.05104,3
454.98837,396.27799,3
505.82546,381.3697,3
464.05166,402.59365,3
490.6389,385.89969,3
495.49174,378.2738,3
448.09075,384.49252,3
490.83129,402.59365,3
496.37739,385.26208,3
453.82924,383.85491,3
436.49767,395.64038,3
450.99097,388.38342,3
496.37739,385.26208,3
490.83129,402.59365,3
496.37739,385.26208,3
453.82924,383.85491,3
436.49767,395.64038,3
437.27203,400.68081,3
476.788,379.18967,3
472.53777,380.18662,3
458.6423,383.28252,3
443.45574,387.81251,3
453.82924,383.85491,3
436.49767,395.64038,3
372.85273,364.72658,3
344.15069,377.37226,3
331.87393,371.23463,3
365.8438,367.07506,3
358.70921,374.59921,3
369.01749,381.83553,3
344.7883,381.83553,3
376.67839,367.27701,3
359.34682,379.06248,3
350.52679,381.19792,3
365.08531,378.42487,3
350.52679,381.19792,3
365.08531,378.42487,3
328.33911,369.91883,3
325.42931,380.58645,3
313.15255,374.44882,3
318.00539,366.82293,3
326.06692,385.04972,3
331.80541,384.41211,3
331.80541,384.41211,3
334.8216,396.12145,3
354.12178,382.49929,3
368.6803,379.72624,3
354.75939,386.96256,3
360.49788,386.32495,3
360.49788,386.32495,3
329.112,398.508,3
374.75271,371.28621,3
331.73925,402.172,3
375.39032,375.74948,3
330.29733,405.59252,3
319.70211,407.62024,3
338.11084,390.55815,3
321.92362,393.58018,3
368.35118,374.29623,3
366.87399,369.74708,3
342.6448,369.74708,3
357.20332,366.97403,3
348.38329,369.10947,3
362.94181,366.33642,3
348.38329,369.10947,3
362.94181,366.33642,3
361.13549,371.65992,3
361.7731,376.12319,3
352.43962,373.54661,3
353.07723,378.00988,3
308.43765,406.68998,3
350.55702,374.53878,3
320.06882,397.50541,3
311.0649,410.35397,3
351.19463,379.00205,3
322.69607,401.16941,3
315.85991,407.13765,3
315.85991,407.13765,3
323.86156,414.15352,3
362.86879,382.73706,3
326.48881,417.81752,3
324.18301,390.87877,3
325.04689,421.23804,3
313.6703,432.27097,3
314.45167,423.26576,3
332.8604,406.20368,3
316.67317,409.22571,3
317.2686,392.8415,3
344.68179,373.96161,3
354.99007,381.19793,3
330.76088,381.19793,3
362.65097,366.63941,3
345.3194,378.42488,3
336.49937,380.56032,3
351.05789,377.78727,3
336.49937,380.56032,3
351.05789,377.78727,3
349.25157,383.11077,3
349.88918,387.57404,3
355.62767,386.93643,3
355.62767,386.93643,3
333.71824,376.7608,3
334.35585,381.22407,3
323.51648,397.16433,3
331.83564,377.75297,3
304.94933,409.0042,3
295.94541,421.85276,3
332.47325,382.21624,3
300.74042,418.63644,3
300.74042,418.63644,3
308.74207,425.65231,3
306.43628,398.71356,3
311.36932,429.31631,3
309.06353,402.37756,3
309.9274,432.73683,3
321.19344,414.64371,3
317.74091,417.70247,3
301.55369,420.7245,3
302.14911,404.34029,3
325.96041,377.1758,3
336.26869,384.41212,3
312.0395,384.41212,3
343.92959,369.8536,3
326.59802,381.63907,3
317.77799,383.77451,3
332.33651,381.00146,3
317.77799,383.77451,3
332.33651,381.00146,3
330.53019,386.32496,3
297.15886,408.9993,3
333.07253,430.52364,3
312.47214,424.0037,3
310.15238,426.39427,3
357.469,379.95772,3
340.04677,378.18163,3
324.86021,382.71162,3
358.83008,378.55205,3
314.06794,416.09907,3
325.34048,422.73447,3
335.69978,434.18763,3
345.62788,369.16921,3
325.58848,415.98824,3
312.77963,430.05826,3
358.10661,384.42099,3
310.33657,424.07346,3
348.37071,370.03572,3
308.03077,397.13471,3
333.48364,417.48924,3
351.36637,368.5316,3
308.6463,430.71049,3
317.57463,426.84194,3
333.34154,371.35073,3
356.91247,376.20357,3
319.22433,407.6389,3
303.32751,402.63034,3
324.5275,390.80697,3
351.36637,368.5316,3
308.6463,430.71049,3
317.57463,426.84194,3
333.44958,453.33236,3
331.86115,432.27324,3
329.55535,405.3345,3
345.08075,444.14779,3
336.07683,456.99635,3
334.4884,435.93724,3
332.1826,408.9985,3
347.708,447.81179,3
340.87184,453.78003,3
340.87184,453.78003,3
348.8735,460.7959,3
346.5677,433.85715,3
351.50075,464.4599,3
349.19495,437.52115,3
350.05883,467.88042,3
338.68223,478.91335,3
339.46361,469.90814,3
357.87234,452.84606,3
341.68511,455.86809,3
313.1641,422.60078,3
310.07693,404.66724,3
310.8583,395.66203,3
336.31117,416.01656,3
342.28053,439.48388,3
326.38371,434.47533,3
338.86898,436.13155,3
317.37979,447.32389,3
315.79135,426.26477,3
312.70418,408.33123,3
313.48556,399.32603,3
338.93842,419.68056,3
329.01096,438.13932,3
322.1748,444.10757,3
320.58636,423.04845,3
318.28056,396.10971,3
333.80597,434.923,3
357.93487,373.86138,3
318.28056,396.10971,3
318.3904,415.35915,3
307.0138,426.39208,3
323.57666,396.66079,3
311.79176,396.54553,3
335.22067,407.01099,3
333.24805,437.7414,3
344.52058,444.3768,3
354.87988,455.82996,3
319.17719,404.7878,3
323.03139,455.56914,3
331.95973,451.70059,3
337.29009,412.55043,3
338.40443,429.28123,3
322.50761,424.27267,3
343.70761,412.4493,3
323.9722,401.57148,3
327.8264,452.35282,3
336.75474,448.48427,3
352.62969,474.97469,3
351.04125,453.91557,3
348.73545,426.97683,3
364.26086,465.79012,3
355.25694,478.63868,3
353.6685,457.57957,3
351.3627,430.64082,3
366.88811,469.45412,3
360.05194,475.42236,3
360.05194,475.42236,3
368.0536,482.43823,3
365.7478,455.49948,3
370.68085,486.10223,3
368.37505,459.16348,3
369.23893,489.52275,3
339.76039,467.32875,3
337.5102,486.47348,3
335.92176,465.41436,3
349.14137,477.28891,3
340.13745,490.13747,3
338.54901,469.07836,3
344.93246,486.92115,3
344.93246,486.92115,3
352.93411,493.93702,3
350.62831,466.99827,3
323.72631,411.17796,3
347.15522,421.64342,3
345.1826,452.37384,3
356.45513,459.00923,3
366.81443,470.4624,3
331.11175,419.42023,3
334.96594,470.20157,3
343.89428,466.33303,3
349.22465,427.18286,3
341.45123,460.34822,3
333.94467,418.92174,3
339.14543,433.40947,3
364.5983,453.764,3
335.90675,416.20391,3
339.76095,466.98525,3
348.68929,463.11671,3
321.22255,427.03056,3
344.36962,420.44634,3
350.33899,443.91366,3
334.44216,438.90511,3
355.64216,427.08173,3
335.90675,416.20391,3
339.76095,466.98525,3
348.68929,463.11671,3
364.56424,489.60712,3
362.9758,468.54801,3
360.67,441.60926,3
376.19541,480.42256,3
367.19149,493.27112,3
369.98363,472.40631,3
348.49445,483.59865,3
346.90601,462.53954,3
343.81884,444.606,3
344.60021,435.60079,3
370.05308,455.95532,3
360.12562,474.41409,3
353.28945,480.38233,3
351.70102,459.32322,3
349.39522,432.38447,3
364.92062,471.19777,3
344.19446,417.89674,3
349.39522,432.38447,3
353.28945,480.38233,3
351.70102,459.32322,3
349.39522,432.38447,3
364.92062,471.19777,3
365.77769,476.75365,3
368.40494,480.41765,3
373.19995,477.20133,3
373.19995,477.20133,3
349.0677,478.29719,3
370.14734,461.65751,3
341.45579,424.09742,3
345.30999,474.87876,3
354.23833,471.01021,3
326.77159,434.92407,3
349.91866,428.33985,3
355.88803,451.80717,3
339.9912,446.79862,3
361.1912,434.97524,3
341.45579,424.09742,3
345.30999,474.87876,3
354.23833,471.01021,3
370.11328,497.50063,3
368.52484,476.44152,3
366.21904,449.50277,3
381.74445,488.31607,3
372.74053,501.16463,3
371.15209,480.10551,3
368.84629,453.16677,3
384.3717,491.98006,3
377.53554,497.94831,3
377.53554,497.94831,3
354.94426,440.27798,3
358.83849,488.27584,3
357.25006,467.21673,3
354.94426,440.27798,3
370.46966,479.09128,3
371.32673,484.64716,3
371.60304,523.54748,3
361.00782,525.57521,3
379.41655,508.51312,3
363.22932,511.53515,3
363.82474,495.15094,3
347.92792,490.14239,3
360.41319,491.79861,3
338.924,502.99095,3
360.48263,475.34762,3
350.55517,493.80639,3
343.71901,499.77463,3
355.35018,490.59007,3
343.71901,499.77463,3
355.35018,490.59007,3
356.20725,496.14595,3
358.8345,499.80995,3
382.08314,497.01757,3
352.64158,485.21429,3
359.16299,492.8882,3
364.49335,453.73803,3
348.22091,460.21075,3
336.84431,471.24368,3
353.40716,441.51239,3
341.62226,441.39713,3
365.05118,451.86259,3
363.07855,482.59301,3
374.35109,489.2284,3
384.71039,500.68157,3
349.0077,449.6394,3
352.8619,500.42074,3
361.79024,496.5522,3
367.1206,457.40203,3
359.34718,490.56739,3
356.26001,472.63385,3
351.84063,449.14091,3
357.04138,463.62864,3
382.49425,483.98317,3
353.80271,446.42308,3
357.65691,497.20442,3
366.58525,493.33588,3
339.11851,457.24973,3
362.26558,450.66551,3
368.23494,474.13283,3
352.33812,469.12428,3
373.53811,457.3009,3
353.80271,446.42308,3
357.65691,497.20442,3
366.58525,493.33588,3
382.46019,519.82629,3
380.87176,498.76718,3
378.56596,471.82843,3
394.09136,510.64173,3
385.08744,523.49029,3
383.49901,502.43118,3
381.19321,475.49243,3
396.71862,514.30573,3
389.88245,520.27397,3
389.88245,520.27397,3
397.88411,527.28983,3
395.57831,500.35109,3
400.51136,530.95383,3
398.20556,504.01509,3
399.06944,534.37435,3
387.69285,545.40728,3
388.47422,536.40208,3
406.88295,519.33999,3
390.69572,522.36202,3
362.17471,489.09471,3
359.08754,471.16117,3
359.86892,462.15596,3
385.32178,482.51049,3
391.29115,505.97781,3
375.39432,500.96926,3
387.87959,502.62548,3
366.3904,513.81782,3
364.80196,492.75871,3
361.71479,474.82517,3
362.49617,465.81996,3
387.94903,486.17449,3
378.02157,504.63326,3
371.18541,510.6015,3
369.59697,489.54239,3
367.29117,462.60364,3
382.81658,501.41694,3
362.09042,448.11591,3
367.29117,462.60364,3
371.18541,510.6015,3
369.59697,489.54239,3
367.29117,462.60364,3
382.81658,501.41694,3
383.67365,506.97282,3
386.3009,510.63682,3
391.09591,507.4205,3
391.09591,507.4205,3
366.96365,508.51636,3
369.5909,512.18036,3
367.34071,531.32508,3
365.75227,510.26597,3
378.97188,522.14052,3
369.96796,534.98908,3
368.37952,513.92997,3
374.76296,531.77276,3
374.76296,531.77276,3
382.76462,538.78863,3
380.45882,511.84988,3
385.39187,542.45262,3
383.08607,515.51388,3
383.94995,545.87314,3
373.35473,547.90087,3
391.76346,530.83878,3
375.57623,533.86081,3
376.17166,517.4766,3
360.27483,512.46805,3
372.7601,514.12427,3
351.27091,525.31661,3
372.82955,497.67328,3
362.90209,516.13205,3
356.06592,522.10029,3
367.69709,512.91573,3
356.06592,522.10029,3
367.69709,512.91573,3
368.55416,518.47161,3
371.18141,522.13561,3
382.08314,497.01757,3
352.64158,485.21429,3
359.16299,492.8882,3
364.49335,453.73803,3
348.22091,460.21075,3
336.84431,471.24368,3
353.40716,441.51239,3
341.62226,441.39713,3
365.05118,451.86259,3
363.07855,482.59301,3
374.35109,489.2284,3
384.71039,500.68157,3
349.0077,449.6394,3
352.8619,500.42074,3
361.79024,496.5522,3
367.1206,457.40203,3
359.34718,490.56739,3
356.26001,472.63385,3
351.84063,449.14091,3
357.04138,463.62864,3
382.49425,483.98317,3
353.80271,446.42308,3
357.65691,497.20442,3
366.58525,493.33588,3
339.11851,457.24973,3
362.26558,450.66551,3
368.23494,474.13283,3
352.33812,469.12428,3
373.53811,457.3009,3
353.80271,446.42308,3
357.65691,497.20442,3
366.58525,493.33588,3
382.46019,519.82629,3
380.87176,498.76718,3
378.56596,471.82843,3
394.09136,510.64173,3
385.08744,523.49029,3
383.49901,502.43118,3
381.19321,475.49243,3
396.71862,514.30573,3
389.88245,520.27397,3
389.88245,520.27397,3
397.88411,527.28983,3
395.57831,500.35109,3
400.51136,530.95383,3
398.20556,504.01509,3
399.06944,534.37435,3
387.69285,545.40728,3
388.47422,536.40208,3
406.88295,519.33999,3
390.69572,522.36202,3
362.17471,489.09471,3
359.08754,471.16117,3
359.86892,462.15596,3
385.32178,482.51049,3
391.29115,505.97781,3
375.39432,500.96926,3
387.87959,502.62548,3
366.3904,513.81782,3
364.80196,492.75871,3
361.71479,474.82517,3
362.49617,465.81996,3
387.94903,486.17449,3
378.02157,504.63326,3
371.18541,510.6015,3
369.59697,489.54239,3
367.29117,462.60364,3
382.81658,501.41694,3
362.09042,448.11591,3
367.29117,462.60364,3
371.18541,510.6015,3
369.59697,489.54239,3
367.29117,462.60364,3
382.81658,501.41694,3
383.67365,506.97282,3
386.3009,510.63682,3
391.09591,507.4205,3
391.09591,507.4205,3
366.96365,508.51636,3
369.5909,512.18036,3
367.34071,531.32508,3
365.75227,510.26597,3
378.97188,522.14052,3
369.96796,534.98908,3
368.37952,513.92997,3
374.76296,531.77276,3
374.76296,531.77276,3
382.76462,538.78863,3
380.45882,511.84988,3
385.39187,542.45262,3
383.08607,515.51388,3
383.94995,545.87314,3
373.35473,547.90087,3
391.76346,530.83878,3
375.57623,533.86081,3
376.17166,517.4766,3
360.27483,512.46805,3
372.7601,514.12427,3
351.27091,525.31661,3
372.82955,497.67328,3
362.90209,516.13205,3
356.06592,522.10029,3
367.69709,512.91573,3
356.06592,522.10029,3
367.69709,512.91573,3
368.55416,518.47161,3
371.18141,522.13561,3
293.07035,383.47011,3
293.07035,383.47011,3
290.51991,387.29578,3
291.12251,392.45231,3
291.15752,391.75905,3
296.89601,391.12144,3
296.89601,391.12144,3
288.0712,377.08923,3
306.09603,405.51301,3
294.31056,393.72754,3
288.70881,381.5525,3
294.94817,398.19081,3
294.4473,380.91489,3
300.68666,397.5532,3
294.4473,380.91489,3
300.68666,397.5532,3
299.71993,376.82055,3
287.93446,365.03508,3
298.24274,372.2714,3
288.57207,369.49835,3
294.31056,368.86074,3
294.31056,368.86074,3
291.15752,381.5573,3
291.76012,386.71383,3
291.79513,386.02057,3
290.60099,374.29075,3
297.53362,385.38296,3
287.76272,378.81926,3
290.60099,374.29075,3
297.53362,385.38296,3
301.32427,365.03508,3
298.77383,365.03508,3
303.65436,364.79086,3
295.33043,368.47351,3
309.86351,369.84088,3
293.05825,368.30176,3
289.26281,371.20676,3
382.16707,542.1416,3
408.44814,545.88395,3
411.07539,549.54795,3
409.63347,552.96847,3
398.25688,564.0014,3
399.03825,554.9962,3
417.44698,537.93411,3
401.25975,540.95614,3
389.53591,540.73464,3
385.32699,550.36688,3
385.32699,550.36688,3
393.32865,557.38275,3
395.9559,561.04674,3
393.6501,534.108,3
199.44335,535.21658,3
205.68271,551.85489,3
200.71857,563.90905,3
211.11751,538.95159,3
201.35618,568.37232,3
211.75512,543.41486,3
198.49726,570.73995,3
204.71598,541.96161,3
203.23879,537.41246,3
210.89969,522.85394,3
199.30661,534.0018,3
199.30661,534.0018,3
198.1379,543.78857,3
203.87639,543.15096,3
203.87639,543.15096,3
201.96356,539.3253,3
202.60117,543.78857,3
208.34924,527.95483,3
200.08096,540.31747,3
206.32032,556.95578,3
200.71857,544.78074,3
206.95793,561.41905,3
198.1379,563.55449,3
198.1379,563.55449,3
201.99379,573.47321,3
212.39273,548.51575,3
202.6314,577.93648,3
213.03034,552.97902,3
199.77248,580.30411,3
213.6473,570.57928,3
197.89465,565.78209,3
211.5373,527.95483,3
205.9912,551.52577,3
204.51401,546.97662,3
212.17491,532.4181,3
200.58183,543.56596,3
200.58183,543.56596,3
198.77551,548.88946,3
199.41312,553.35273,3
205.15161,552.71512,3
205.15161,552.71512,3
202.60117,564.82971,3
203.23878,569.29298,3
208.98685,553.45924,3
213.36904,525.65722,3
200.71857,565.82188,3
211.11751,540.86442,3
206.95793,582.46019,3
201.35618,570.28515,3
211.75512,545.32769,3
207.59554,586.92346,3
198.77551,589.0589,3
198.77551,589.0589,3
202.6314,598.97762,3
213.03034,574.02016,3
203.26901,603.44089,3
213.66795,578.48343,3
200.41009,605.80852,3
214.28491,596.08369,3
198.53226,591.2865,3
212.17491,553.45924,3
206.62881,577.03018,3
205.15162,572.48103,3
212.81252,557.92251,3
205.37902,527.4746,3
201.21944,569.07037,3
205.37902,527.4746,3
205.37902,527.4746,3
201.21944,569.07037,3
199.41312,574.39387,3
200.05073,578.85714,3
205.78922,578.21953,3
205.78922,578.21953,3
202.60117,564.82971,3
203.23878,569.29298,3
208.98685,553.45924,3
213.36904,525.65722,3
200.71857,565.82188,3
211.11751,540.86442,3
206.95793,582.46019,3
201.35618,570.28515,3
211.75512,545.32769,3
207.59554,586.92346,3
198.77551,589.0589,3
205.37902,527.4746,3
201.21944,569.07037,3
199.41312,574.39387,3
200.05073,578.85714,3
205.78922,578.21953,3
205.78922,578.21953,3
